All joint Positions
BaseSpine,Head,LeftElbow,LeftFoot,LeftHand,LeftHip,LeftKnee,LeftShoulder,LeftWrist,MidSpine,Neck,RightElbow,RightFoot,RightHand,RightHip,RightKnee,RightShoulder,RightWrist,ShoulderSpine,
(106.14 1034.09 2504.97),(128.46 647.19 2491.97),(-116.13 618.75 2555.16),(-268.68 142.83 2560.63),(-359.51 464.72 2308.64),(392.52 627.68 2443.79),(621.29 193.18 2391.89),(905.07 -211.62 2235.88),(122.86 166.53 2489.87),(110.31 -172.98 2459.81),(-63.65 -311.35 2473.1),(-179.61 -1045.55 2368.69),(-176.96 -1649.38 2344.69),(283.55 -299.07 2429.52),(239.88 -1021.43 2289.65),(297.45 -1649.81 2465.39),(-344.43 411.13 2350.64),(857.72 -144.09 2261.88),(130.22 799.09 2492.64),
(106.14 1034.09 2504.97),(128.46 647.19 2491.97),(-116.13 618.75 2555.16),(-268.68 142.83 2560.63),(-359.51 464.72 2308.64),(392.52 627.68 2443.79),(621.29 193.18 2391.89),(905.07 -211.62 2235.88),(122.86 166.53 2489.87),(110.31 -172.98 2459.81),(-63.65 -311.35 2473.1),(-179.61 -1045.55 2368.69),(-176.96 -1649.38 2344.69),(283.55 -299.07 2429.52),(239.88 -1021.43 2289.65),(297.45 -1649.81 2465.39),(-344.43 411.13 2350.64),(857.72 -144.09 2261.88),(130.22 799.09 2492.64),
(76.79 1032.61 2504.97),(103.13 645.41 2490.68),(-144.92 617.53 2551.96),(-274.84 134.6 2559.69),(-324.92 377.34 2279.79),(368.57 626.18 2443.15),(630.65 211.76 2388.84),(959.48 -155.29 2228.1),(98.52 162.45 2488.66),(85.45 -177.15 2458.58),(-86.19 -318.25 2472.43),(-199.56 -1054.98 2369.07),(-144.99 -1701.22 2402.14),(258.97 -301.55 2429),(232.88 -1026.69 2289.56),(297.45 -1649.81 2465.39),(-316.6 337.03 2326.44),(904.59 -94.1 2254.89),(104.57 797.3 2491.32),
(76.79 1032.61 2504.97),(103.13 645.41 2490.68),(-144.92 617.53 2551.96),(-274.84 134.6 2559.69),(-324.92 377.34 2279.79),(368.57 626.18 2443.15),(630.65 211.76 2388.84),(959.48 -155.29 2228.1),(98.52 162.45 2488.66),(85.45 -177.15 2458.58),(-86.19 -318.25 2472.43),(-199.56 -1054.98 2369.07),(-144.99 -1701.22 2402.14),(258.97 -301.55 2429),(232.88 -1026.69 2289.56),(297.45 -1649.81 2465.39),(-316.6 337.03 2326.44),(904.59 -94.1 2254.89),(104.57 797.3 2491.32),
(50.02 1033.42 2505),(79.12 646.04 2489.94),(-168.07 616.44 2550.87),(-279.14 128.09 2560.31),(-325.77 237.95 2259.58),(346.43 628.57 2442.5),(640.38 235.52 2387.36),(986.66 -87.34 2211.58),(73.66 160.72 2488.13),(60.01 -179.21 2457.99),(-108.52 -325.35 2472.08),(-219.01 -1063.37 2368.28),(-144.99 -1701.22 2402.14),(233.15 -304.65 2429.4),(221.41 -1030.43 2288.4),(297.45 -1649.81 2465.39),(-317.95 219.81 2309.7),(928.87 -33.57 2240.88),(80.82 797.92 2490.51),
(50.02 1033.42 2505),(79.12 646.04 2489.94),(-168.07 616.44 2550.87),(-279.14 128.09 2560.31),(-325.77 237.95 2259.58),(346.43 628.57 2442.5),(640.38 235.52 2387.36),(986.66 -87.34 2211.58),(73.66 160.72 2488.13),(60.01 -179.21 2457.99),(-108.52 -325.35 2472.08),(-219.01 -1063.37 2368.28),(-144.99 -1701.22 2402.14),(233.15 -304.65 2429.4),(221.41 -1030.43 2288.4),(297.45 -1649.81 2465.39),(-317.95 219.81 2309.7),(928.87 -33.57 2240.88),(80.82 797.92 2490.51),
(25.42 1035.26 2505.04),(53.19 647.42 2489.57),(-192.31 616.6 2550.6),(-284.89 123.79 2561.61),(-384.18 34.5 2273.33),(319.96 629.13 2442.06),(640.05 255.52 2387.12),(987.57 -15.73 2189.76),(46.76 164.62 2487.98),(31.94 -176.2 2458.14),(-133.59 -333.58 2471.32),(-238.5 -1071.92 2366.61),(-144.99 -1701.22 2402.14),(202.18 -312.81 2429.99),(208.44 -1037.04 2286.41),(297.45 -1649.81 2465.39),(-367.67 49.16 2321.38),(929.61 29.41 2222.66),(55.21 799.3 2490.07),
(25.42 1035.26 2505.04),(53.19 647.42 2489.57),(-192.31 616.6 2550.6),(-284.89 123.79 2561.61),(-384.18 34.5 2273.33),(319.96 629.13 2442.06),(640.05 255.52 2387.12),(987.57 -15.73 2189.76),(46.76 164.62 2487.98),(31.94 -176.2 2458.14),(-133.59 -333.58 2471.32),(-238.5 -1071.92 2366.61),(-144.99 -1701.22 2402.14),(202.18 -312.81 2429.99),(208.44 -1037.04 2286.41),(297.45 -1649.81 2465.39),(-367.67 49.16 2321.38),(929.61 29.41 2222.66),(55.21 799.3 2490.07),
(-0.57 1037 2504.95),(22.88 648.65 2489.45),(-224.23 618.98 2549.77),(-309.39 124.24 2562.17),(-419.49 -111.8 2293.19),(291.47 632.07 2443.59),(627.98 272.59 2387.05),(973.82 49.33 2170.97),(17.33 170.24 2488.16),(2.64 -172.27 2458.63),(-160.97 -342.9 2470.66),(-256.27 -1079.51 2362.37),(-144.99 -1701.22 2402.14),(169.09 -326.26 2431.36),(196.24 -1045.13 2282.38),(297.45 -1649.81 2465.39),(-401.15 -72.76 2338.02),(916.18 86.49 2206.99),(24.64 800.53 2489.87),
(-0.57 1037 2504.95),(22.88 648.65 2489.45),(-224.23 618.98 2549.77),(-309.39 124.24 2562.17),(-419.49 -111.8 2293.19),(291.47 632.07 2443.59),(627.98 272.59 2387.05),(973.82 49.33 2170.97),(17.33 170.24 2488.16),(2.64 -172.27 2458.63),(-160.97 -342.9 2470.66),(-256.27 -1079.51 2362.37),(-144.99 -1701.22 2402.14),(169.09 -326.26 2431.36),(196.24 -1045.13 2282.38),(297.45 -1649.81 2465.39),(-401.15 -72.76 2338.02),(916.18 86.49 2206.99),(24.64 800.53 2489.87),
(-28.68 1037.89 2504.69),(-7.32 649.5 2489.56),(-255.39 620.53 2549.15),(-345.35 126.32 2561.95),(-454.52 -217.04 2320.17),(263.98 633.79 2446.54),(603.6 278 2387.04),(932.46 121.52 2146.56),(-13.64 175.76 2488.85),(-27.79 -169.57 2459.4),(-191.67 -353 2469.73),(-275.99 -1083.05 2351.75),(-144.99 -1701.22 2402.14),(136.57 -340.65 2433.08),(184.49 -1050.66 2277.14),(297.45 -1649.81 2465.39),(-436.31 -160.04 2360.46),(877.68 147.53 2186.64),(-5.3 801.36 2489.79),
(-28.68 1037.89 2504.69),(-7.32 649.5 2489.56),(-255.39 620.53 2549.15),(-345.35 126.32 2561.95),(-454.52 -217.04 2320.17),(263.98 633.79 2446.54),(603.6 278 2387.04),(932.46 121.52 2146.56),(-13.64 175.76 2488.85),(-27.79 -169.57 2459.4),(-191.67 -353 2469.73),(-275.99 -1083.05 2351.75),(-144.99 -1701.22 2402.14),(136.57 -340.65 2433.08),(184.49 -1050.66 2277.14),(297.45 -1649.81 2465.39),(-436.31 -160.04 2360.46),(877.68 147.53 2186.64),(-5.3 801.36 2489.79),
(-57.52 1037.87 2504.25),(-34.73 650.02 2490.16),(-283.99 623.57 2547.78),(-378.75 130.1 2561.54),(-487.02 -299.48 2360.6),(239.5 632.58 2451.86),(571.72 273.45 2386.07),(873.03 193.37 2123.89),(-45.72 180.58 2491.39),(-60.22 -167.99 2460.53),(-228.33 -355.82 2469.48),(-292.54 -1078.62 2339.19),(-144.99 -1701.22 2402.14),(107.51 -343.97 2435.13),(168.27 -1043.71 2269.64),(308.23 -1662.47 2436.79),(-468.93 -227.99 2394.09),(822.86 206.66 2167.59),(-31.16 801.84 2489.76),
(-57.52 1037.87 2504.25),(-34.73 650.02 2490.16),(-283.99 623.57 2547.78),(-378.75 130.1 2561.54),(-487.02 -299.48 2360.6),(239.5 632.58 2451.86),(571.72 273.45 2386.07),(873.03 193.37 2123.89),(-45.72 180.58 2491.39),(-60.22 -167.99 2460.53),(-228.33 -355.82 2469.48),(-292.54 -1078.62 2339.19),(-144.99 -1701.22 2402.14),(107.51 -343.97 2435.13),(168.27 -1043.71 2269.64),(308.23 -1662.47 2436.79),(-468.93 -227.99 2394.09),(822.86 206.66 2167.59),(-31.16 801.84 2489.76),
(-85.26 1037.22 2503.64),(-59.02 650.39 2491.48),(-310.35 626.55 2542.97),(-413.17 134.04 2560.62),(-525.42 -354.78 2406.27),(217.95 630.2 2458.4),(543.12 267.4 2386.09),(769.59 255.91 2100.4),(-77.28 184.79 2496.88),(-92.42 -166.88 2463.55),(-264.85 -355.51 2470.49),(-306.15 -1076.31 2333.95),(-222.47 -1742.04 2411.46),(80.13 -341.53 2440.02),(157.13 -1029.26 2261.83),(333.71 -1654.23 2414.68),(-506.68 -273.27 2432),(731.95 257.79 2148.01),(-53.06 802.08 2489.72),
(-85.26 1037.22 2503.64),(-59.02 650.39 2491.48),(-310.35 626.55 2542.97),(-413.17 134.04 2560.62),(-525.42 -354.78 2406.27),(217.95 630.2 2458.4),(543.12 267.4 2386.09),(769.59 255.91 2100.4),(-77.28 184.79 2496.88),(-92.42 -166.88 2463.55),(-264.85 -355.51 2470.49),(-306.15 -1076.31 2333.95),(-222.47 -1742.04 2411.46),(80.13 -341.53 2440.02),(157.13 -1029.26 2261.83),(333.71 -1654.23 2414.68),(-506.68 -273.27 2432),(731.95 257.79 2148.01),(-53.06 802.08 2489.72),
(-111.98 1036.48 2501.58),(-81.56 650.72 2493.24),(-335.85 629.6 2534.73),(-445.16 137.48 2559.22),(-576.72 -385.73 2445.19),(196.7 626.98 2465.85),(507.9 250.36 2392.72),(653.51 309.42 2091.27),(-106.89 188.55 2504.29),(-121.82 -165.27 2468.62),(-299.02 -347.3 2472.62),(-322.73 -1067.8 2331.13),(-222.47 -1742.04 2411.46),(56.35 -330.79 2447.68),(143.75 -1003.42 2252.11),(333.71 -1654.23 2414.68),(-554.8 -298.38 2464.19),(629.31 299.61 2141.51),(-73.25 802.18 2489.61),
(-111.98 1036.48 2501.58),(-81.56 650.72 2493.24),(-335.85 629.6 2534.73),(-445.16 137.48 2559.22),(-576.72 -385.73 2445.19),(196.7 626.98 2465.85),(507.9 250.36 2392.72),(653.51 309.42 2091.27),(-106.89 188.55 2504.29),(-121.82 -165.27 2468.62),(-299.02 -347.3 2472.62),(-322.73 -1067.8 2331.13),(-222.47 -1742.04 2411.46),(56.35 -330.79 2447.68),(143.75 -1003.42 2252.11),(333.71 -1654.23 2414.68),(-554.8 -298.38 2464.19),(629.31 299.61 2141.51),(-73.25 802.18 2489.61),
(-136.86 1035.91 2497.43),(-102.57 650.96 2494.61),(-357.79 630.48 2528.1),(-471.42 138.37 2558.21),(-632.33 -393.8 2473.35),(176.82 626.09 2472.91),(478.11 231.01 2417.46),(521.91 331.23 2109.38),(-132.63 186.75 2510.47),(-145.49 -167.62 2472.91),(-323.04 -338.47 2473.97),(-336.18 -1058.53 2328.34),(-222.47 -1742.04 2411.46),(37.54 -312.15 2450.51),(127.46 -974.38 2242.33),(333.71 -1654.23 2414.68),(-605.53 -304.92 2487.5),(514.58 314.61 2160.73),(-92.78 802.21 2489.46),
(-136.86 1035.91 2497.43),(-102.57 650.96 2494.61),(-357.79 630.48 2528.1),(-471.42 138.37 2558.21),(-632.33 -393.8 2473.35),(176.82 626.09 2472.91),(478.11 231.01 2417.46),(521.91 331.23 2109.38),(-132.63 186.75 2510.47),(-145.49 -167.62 2472.91),(-323.04 -338.47 2473.97),(-336.18 -1058.53 2328.34),(-222.47 -1742.04 2411.46),(37.54 -312.15 2450.51),(127.46 -974.38 2242.33),(333.71 -1654.23 2414.68),(-605.53 -304.92 2487.5),(514.58 314.61 2160.73),(-92.78 802.21 2489.46),
(-159.04 1035.57 2491.51),(-122.71 651.05 2495.13),(-379.29 631.57 2521.73),(-497.7 140.45 2557.7),(-689.46 -387.9 2495.82),(156.03 625.41 2478),(457.23 223.4 2433.46),(397.42 338.57 2128.12),(-154.39 183.44 2513.25),(-163.74 -169.64 2474.17),(-340.81 -323.82 2473.85),(-344.98 -1044.15 2326.39),(-222.47 -1742.04 2411.46),(21.34 -293.94 2450.36),(105.33 -945.76 2230.07),(333.71 -1654.23 2414.68),(-657.52 -299.69 2506.13),(407.27 319.46 2179.01),(-112.47 802.21 2489.28),
(-159.04 1035.57 2491.51),(-122.71 651.05 2495.13),(-379.29 631.57 2521.73),(-497.7 140.45 2557.7),(-689.46 -387.9 2495.82),(156.03 625.41 2478),(457.23 223.4 2433.46),(397.42 338.57 2128.12),(-154.39 183.44 2513.25),(-163.74 -169.64 2474.17),(-340.81 -323.82 2473.85),(-344.98 -1044.15 2326.39),(-222.47 -1742.04 2411.46),(21.34 -293.94 2450.36),(105.33 -945.76 2230.07),(333.71 -1654.23 2414.68),(-657.52 -299.69 2506.13),(407.27 319.46 2179.01),(-112.47 802.21 2489.28),
(-175.44 1035.63 2485.31),(-140.83 650.96 2494.75),(-397.57 629.84 2518.42),(-529.26 142.59 2558.68),(-751.99 -376.03 2511.01),(138.36 628.21 2482.25),(416.44 212.28 2430.2),(297.76 349.39 2130.51),(-169.64 181.06 2512.38),(-175.09 -170.08 2473.25),(-348.22 -314.32 2471.3),(-345.97 -1035.3 2324.74),(-222.47 -1742.04 2411.46),(9.39 -281.89 2449.13),(98.49 -931.3 2226.94),(333.71 -1654.23 2414.68),(-714.87 -289.49 2518.95),(317.44 326.6 2180.46),(-131.55 802.2 2489.08),
(-175.44 1035.63 2485.31),(-140.83 650.96 2494.75),(-397.57 629.84 2518.42),(-529.26 142.59 2558.68),(-751.99 -376.03 2511.01),(138.36 628.21 2482.25),(416.44 212.28 2430.2),(297.76 349.39 2130.51),(-169.64 181.06 2512.38),(-175.09 -170.08 2473.25),(-348.22 -314.32 2471.3),(-345.97 -1035.3 2324.74),(-222.47 -1742.04 2411.46),(9.39 -281.89 2449.13),(98.49 -931.3 2226.94),(333.71 -1654.23 2414.68),(-714.87 -289.49 2518.95),(317.44 326.6 2180.46),(-131.55 802.2 2489.08),
(-187.65 1035.77 2480.52),(-156.28 650.74 2493.4),(-414.61 628.44 2517.09),(-564.31 148.44 2562.33),(-813.35 -359 2518.18),(122.67 631.39 2483.56),(355.36 188.92 2435.17),(245.93 333.35 2133.93),(-178.16 180.16 2507.5),(-180.9 -169.49 2471.04),(-351.78 -306.59 2465.4),(-344.59 -1029.53 2324.03),(-222.47 -1742.04 2411.46),(2.55 -275.2 2447.42),(95.45 -922.99 2225.52),(333.71 -1654.23 2414.68),(-771.82 -274.38 2525.54),(264.11 309.32 2184.14),(-149.24 802.19 2488.86),
(-187.65 1035.77 2480.52),(-156.28 650.74 2493.4),(-414.61 628.44 2517.09),(-564.31 148.44 2562.33),(-813.35 -359 2518.18),(122.67 631.39 2483.56),(355.36 188.92 2435.17),(245.93 333.35 2133.93),(-178.16 180.16 2507.5),(-180.9 -169.49 2471.04),(-351.78 -306.59 2465.4),(-344.59 -1029.53 2324.03),(-222.47 -1742.04 2411.46),(2.55 -275.2 2447.42),(95.45 -922.99 2225.52),(333.71 -1654.23 2414.68),(-771.82 -274.38 2525.54),(264.11 309.32 2184.14),(-149.24 802.19 2488.86),
(-198.55 1035.78 2477.6),(-169.73 650.52 2491.41),(-431 627.86 2516.89),(-606.49 159.75 2567.77),(-892.7 -323.36 2516.67),(108.48 633.97 2483.34),(342.05 186.66 2456.9),(221.38 264.77 2151.77),(-182.79 180.97 2500.06),(-183.91 -167.56 2467.5),(-355.72 -297.39 2458.65),(-343.7 -1022.5 2323.36),(-249 -1721.02 2428.21),(-0.63 -271.18 2446.46),(93.23 -918.2 2225.55),(270.75 -1609.1 2384.23),(-844.95 -242.84 2525.19),(241.46 251.78 2202.63),(-165.51 802.18 2488.63),
(-198.55 1035.78 2477.6),(-169.73 650.52 2491.41),(-431 627.86 2516.89),(-606.49 159.75 2567.77),(-892.7 -323.36 2516.67),(108.48 633.97 2483.34),(342.05 186.66 2456.9),(221.38 264.77 2151.77),(-182.79 180.97 2500.06),(-183.91 -167.56 2467.5),(-355.72 -297.39 2458.65),(-343.7 -1022.5 2323.36),(-249 -1721.02 2428.21),(-0.63 -271.18 2446.46),(93.23 -918.2 2225.55),(270.75 -1609.1 2384.23),(-844.95 -242.84 2525.19),(241.46 251.78 2202.63),(-165.51 802.18 2488.63),
(-210.71 1035.57 2476.19),(-182.11 650.4 2489.25),(-447.5 628.82 2517.1),(-647.78 173.35 2572.53),(-979.19 -271.94 2512.47),(94.34 634.83 2483.09),(346.18 196.55 2482.63),(220.22 184.74 2178.46),(-185.97 182.83 2491.99),(-186.02 -164.55 2462.47),(-361.63 -288.35 2453.69),(-342.97 -1015.48 2323.35),(-272.7 -1709.13 2425.58),(-1.59 -269.06 2445.52),(90.61 -917.21 2226.3),(237.19 -1593.57 2355.83),(-923.9 -197.75 2522.48),(241.2 186.69 2229.15),(-180.86 802.18 2488.37),
(-210.71 1035.57 2476.19),(-182.11 650.4 2489.25),(-447.5 628.82 2517.1),(-647.78 173.35 2572.53),(-979.19 -271.94 2512.47),(94.34 634.83 2483.09),(346.18 196.55 2482.63),(220.22 184.74 2178.46),(-185.97 182.83 2491.99),(-186.02 -164.55 2462.47),(-361.63 -288.35 2453.69),(-342.97 -1015.48 2323.35),(-272.7 -1709.13 2425.58),(-1.59 -269.06 2445.52),(90.61 -917.21 2226.3),(237.19 -1593.57 2355.83),(-923.9 -197.75 2522.48),(241.2 186.69 2229.15),(-180.86 802.18 2488.37),
(-224.81 1035.17 2475.66),(-194.05 650.37 2487.41),(-463.12 629.23 2517.62),(-686.74 186.38 2575.43),(-1073.07 -205.6 2501.35),(80.99 635.67 2482.96),(353.52 210.57 2498.41),(235.42 100.72 2198.58),(-189.28 185.03 2485.48),(-188.19 -160.91 2456.64),(-366.92 -283.71 2451.33),(-342.37 -1011.83 2323.28),(-279.67 -1699.08 2427.62),(-1.76 -268.05 2444.66),(85.06 -917.9 2226.57),(205.36 -1589.16 2342.59),(-1008.62 -140.31 2513.7),(255.11 118.99 2248.55),(-195.62 802.17 2488.04),
(-224.81 1035.17 2475.66),(-194.05 650.37 2487.41),(-463.12 629.23 2517.62),(-686.74 186.38 2575.43),(-1073.07 -205.6 2501.35),(80.99 635.67 2482.96),(353.52 210.57 2498.41),(235.42 100.72 2198.58),(-189.28 185.03 2485.48),(-188.19 -160.91 2456.64),(-366.92 -283.71 2451.33),(-342.37 -1011.83 2323.28),(-279.67 -1699.08 2427.62),(-1.76 -268.05 2444.66),(85.06 -917.9 2226.57),(205.36 -1589.16 2342.59),(-1008.62 -140.31 2513.7),(255.11 118.99 2248.55),(-195.62 802.17 2488.04),
(-243.81 1034.5 2475.56),(-207.86 650.4 2486.33),(-481.02 631.32 2517.9),(-724.74 200.13 2576.76),(-1164.05 -118.95 2484.83),(64.61 634.44 2483.01),(355.48 222.25 2505.53),(302.38 40.79 2208.89),(-195.74 187.11 2482.26),(-191.54 -157.19 2452.01),(-372.58 -280.69 2450.19),(-342.22 -1009.89 2324.01),(-274.02 -1688.31 2436.86),(-3.49 -267.97 2444.03),(65.67 -920.29 2226.23),(167.5 -1596.6 2325.24),(-1090.77 -65.83 2500.15),(311.25 71.02 2258.33),(-211.83 802.17 2487.67),
(-243.81 1034.5 2475.56),(-207.86 650.4 2486.33),(-481.02 631.32 2517.9),(-724.74 200.13 2576.76),(-1164.05 -118.95 2484.83),(64.61 634.44 2483.01),(355.48 222.25 2505.53),(302.38 40.79 2208.89),(-195.74 187.11 2482.26),(-191.54 -157.19 2452.01),(-372.58 -280.69 2450.19),(-342.22 -1009.89 2324.01),(-274.02 -1688.31 2436.86),(-3.49 -267.97 2444.03),(65.67 -920.29 2226.23),(167.5 -1596.6 2325.24),(-1090.77 -65.83 2500.15),(311.25 71.02 2258.33),(-211.83 802.17 2487.67),
(-264.58 1033.81 2475.63),(-223.14 650.44 2485.77),(-498 630.73 2518.62),(-767.77 214.87 2574.65),(-1243.92 -28.72 2464.27),(49.08 635.38 2483.26),(352.75 232.99 2508.67),(413.21 5.29 2223.34),(-206.04 188.88 2481.23),(-197.55 -154.04 2449.27),(-379.13 -279.86 2449.71),(-342.35 -1009.72 2324.63),(-259.79 -1675.82 2451.81),(-9.33 -269.71 2443.66),(41.17 -923.61 2225.43),(117.91 -1613.01 2293.96),(-1164.53 11.82 2482.67),(403.22 43.23 2270.89),(-228.77 802.16 2487.27),
(-264.58 1033.81 2475.63),(-223.14 650.44 2485.77),(-498 630.73 2518.62),(-767.77 214.87 2574.65),(-1243.92 -28.72 2464.27),(49.08 635.38 2483.26),(352.75 232.99 2508.67),(413.21 5.29 2223.34),(-206.04 188.88 2481.23),(-197.55 -154.04 2449.27),(-379.13 -279.86 2449.71),(-342.35 -1009.72 2324.63),(-259.79 -1675.82 2451.81),(-9.33 -269.71 2443.66),(41.17 -923.61 2225.43),(117.91 -1613.01 2293.96),(-1164.53 11.82 2482.67),(403.22 43.23 2270.89),(-228.77 802.16 2487.27),
(-281.48 1033.52 2475.72),(-237.89 650.46 2485.44),(-512.6 627.83 2519.44),(-814.57 232.33 2567.32),(-1316.03 57.69 2445.59),(36.28 637.63 2483.39),(348.58 242.27 2509.27),(536.27 -8.19 2247.8),(-218.42 190.25 2481.27),(-206.4 -151.64 2447.95),(-386.82 -281.57 2449.52),(-343.33 -1011.96 2324.92),(-253.06 -1674.08 2455.78),(-18 -270.51 2443.21),(25.71 -925.74 2224.95),(56.38 -1626.85 2250.09),(-1232.46 86.78 2465.88),(505.16 33.57 2291.38),(-244.3 802.16 2486.82),
(-281.48 1033.52 2475.72),(-237.89 650.46 2485.44),(-512.6 627.83 2519.44),(-814.57 232.33 2567.32),(-1316.03 57.69 2445.59),(36.28 637.63 2483.39),(348.58 242.27 2509.27),(536.27 -8.19 2247.8),(-218.42 190.25 2481.27),(-206.4 -151.64 2447.95),(-386.82 -281.57 2449.52),(-343.33 -1011.96 2324.92),(-253.06 -1674.08 2455.78),(-18 -270.51 2443.21),(25.71 -925.74 2224.95),(56.38 -1626.85 2250.09),(-1232.46 86.78 2465.88),(505.16 33.57 2291.38),(-244.3 802.16 2486.82),
(-292.24 1033.64 2475.77),(-250.39 650.47 2485.21),(-524.94 624.97 2520.04),(-861.62 255.22 2556.35),(-1379.23 150.06 2428.27),(26.13 639.09 2483.42),(345.34 249.48 2507.86),(645.13 0.95 2277.02),(-230.13 191.31 2481.78),(-216.41 -149.91 2447.51),(-395.16 -284.62 2449.43),(-344.88 -1015.89 2324.89),(-251.12 -1680.45 2450.65),(-27 -269.45 2442.9),(15.84 -925.86 2224.28),(56.38 -1626.85 2250.09),(-1292.99 167.61 2449.62),(595.31 42.44 2315.49),(-257.09 802.15 2486.34),
(-292.24 1033.64 2475.77),(-250.39 650.47 2485.21),(-524.94 624.97 2520.04),(-861.62 255.22 2556.35),(-1379.23 150.06 2428.27),(26.13 639.09 2483.42),(345.34 249.48 2507.86),(645.13 0.95 2277.02),(-230.13 191.31 2481.78),(-216.41 -149.91 2447.51),(-395.16 -284.62 2449.43),(-344.88 -1015.89 2324.89),(-251.12 -1680.45 2450.65),(-27 -269.45 2442.9),(15.84 -925.86 2224.28),(56.38 -1626.85 2250.09),(-1292.99 167.61 2449.62),(595.31 42.44 2315.49),(-257.09 802.15 2486.34),
(-296.29 1033.86 2475.8),(-258.3 650.48 2484.96),(-532.43 620.87 2520.77),(-895.07 273.42 2548.73),(-1421.04 250.42 2417.78),(21.62 641.39 2483.41),(344.35 254.72 2505.62),(728.59 20.99 2305.24),(-237.13 192.18 2482.4),(-223.35 -148.64 2447.49),(-400.38 -287.54 2449.15),(-346.09 -1021.51 2324.5),(-253.39 -1692.94 2438.29),(-32.85 -267.35 2442.81),(13.13 -923.72 2221.24),(56.38 -1626.85 2250.09),(-1333.41 254.29 2439.61),(664.59 60.03 2338.64),(-265.3 802.14 2485.81),
(-296.29 1033.86 2475.8),(-258.3 650.48 2484.96),(-532.43 620.87 2520.77),(-895.07 273.42 2548.73),(-1421.04 250.42 2417.78),(21.62 641.39 2483.41),(344.35 254.72 2505.62),(728.59 20.99 2305.24),(-237.13 192.18 2482.4),(-223.35 -148.64 2447.49),(-400.38 -287.54 2449.15),(-346.09 -1021.51 2324.5),(-253.39 -1692.94 2438.29),(-32.85 -267.35 2442.81),(13.13 -923.72 2221.24),(56.38 -1626.85 2250.09),(-1333.41 254.29 2439.61),(664.59 60.03 2338.64),(-265.3 802.14 2485.81),
(-296.41 1033.9 2475.81),(-262.15 650.48 2484.58),(-536.81 617.98 2521.2),(-922.48 294.27 2542.58),(-1448.69 345.53 2412.02),(20.78 642.42 2483.38),(348.47 260.17 2504.6),(789.22 45.68 2329.79),(-240.48 192.86 2482.97),(-227.17 -147.71 2447.63),(-402.96 -289.28 2448.46),(-348.81 -1030.08 2325.56),(-255.83 -1710.7 2420.34),(-35.99 -265.42 2442.75),(14.13 -919.1 2213.22),(56.38 -1626.85 2250.09),(-1361.02 337.04 2433.78),(715.7 81.5 2358.93),(-269.33 802.13 2485.11),
(-296.41 1033.9 2475.81),(-262.15 650.48 2484.58),(-536.81 617.98 2521.2),(-922.48 294.27 2542.58),(-1448.69 345.53 2412.02),(20.78 642.42 2483.38),(348.47 260.17 2504.6),(789.22 45.68 2329.79),(-240.48 192.86 2482.97),(-227.17 -147.71 2447.63),(-402.96 -289.28 2448.46),(-348.81 -1030.08 2325.56),(-255.83 -1710.7 2420.34),(-35.99 -265.42 2442.75),(14.13 -919.1 2213.22),(56.38 -1626.85 2250.09),(-1361.02 337.04 2433.78),(715.7 81.5 2358.93),(-269.33 802.13 2485.11),
(-294.81 1033.68 2475.81),(-263.56 650.46 2483.72),(-539.44 616.51 2521.24),(-946.68 319.45 2537.93),(-1466.33 438.22 2409.32),(21.74 642.26 2483.3),(362.32 272.09 2504.83),(844.97 99.92 2347.57),(-241.76 193.45 2483.19),(-228.94 -147.03 2447.76),(-404.05 -289.82 2447.02),(-351.66 -1040.95 2328.62),(-255.83 -1710.7 2420.34),(-37.58 -264.1 2442.64),(17.17 -916.33 2204.4),(56.38 -1626.85 2250.09),(-1379.74 418.47 2430.75),(764.42 128.67 2373.78),(-270.79 802.1 2483.9),
(-294.81 1033.68 2475.81),(-263.56 650.46 2483.72),(-539.44 616.51 2521.24),(-946.68 319.45 2537.93),(-1466.33 438.22 2409.32),(21.74 642.26 2483.3),(362.32 272.09 2504.83),(844.97 99.92 2347.57),(-241.76 193.45 2483.19),(-228.94 -147.03 2447.76),(-404.05 -289.82 2447.02),(-351.66 -1040.95 2328.62),(-255.83 -1710.7 2420.34),(-37.58 -264.1 2442.64),(17.17 -916.33 2204.4),(56.38 -1626.85 2250.09),(-1379.74 418.47 2430.75),(764.42 128.67 2373.78),(-270.79 802.1 2483.9),
(-292.75 1033.29 2475.83),(-263.93 650.44 2481.9),(-544.47 620.33 2518.56),(-972.25 354.02 2534.91),(-1483.29 523.53 2407.98),(22.87 641.66 2483.18),(382.15 290.58 2506.15),(891.03 179.23 2355.96),(-242.17 194.05 2483.1),(-229.77 -146.37 2447.83),(-405.71 -287.69 2444.59),(-356.4 -1051.21 2334.13),(-255.83 -1710.7 2420.34),(-38.44 -263.04 2442.43),(18.78 -916.37 2197.11),(56.38 -1626.85 2250.09),(-1398.12 495.31 2429.13),(806.1 197.79 2380.99),(-271.16 802.07 2481.5),
